,index,num_bed,num_bath,size_house,size_lot,num_floors,is_waterfront,condition,size_basement,year_built,renovation_date,zip,latitude,longitude,avg_size_neighbor_houses,avg_size_neighbor_lot,price
18358,18358,4,3.5,2340,2810,2.0,0,3,610,2011,0,98027,47.54028544,-122.0280162,2600,2843,735000
9129,9129,3,1.0,1390,10500,1.5,0,3,0,1940,0,98024,47.56697373,-121.8934498,1350,9800,392500
8685,8685,4,2.5,2370,41338,2.0,0,3,0,1995,0,98077,47.73785514,-122.0518823,2340,46661,597000
5825,5825,3,1.0,1480,15416,1.0,0,4,0,1955,0,98022,47.21416519,-121.9865385,1190,10758,243000
17754,17754,3,3.5,2100,2479,2.0,0,3,650,2011,0,98118,47.5619812,-122.2920209,1800,2457,555000
15073,15073,3,2.25,1740,5460,1.0,0,3,530,1998,0,98038,47.36482178,-122.0456742,1740,7500,266500
18136,18136,1,1.5,1030,5923,1.0,0,3,0,1940,0,98105,47.66532006,-122.3048242,2650,5000,525000
6365,6365,3,2.5,2680,4990,1.0,0,5,1240,1951,0,98199,47.65375938,-122.3932074,2320,6000,830200
15315,15315,3,1.75,2180,6120,1.0,0,3,800,1949,0,98199,47.65013966,-122.4049581,2020,6122,590000
10468,10468,3,2.25,1190,1022,3.0,0,3,0,1998,0,98103,47.69719589,-122.3489704,1210,1171,350000
4182,4182,3,1.5,1190,11996,1.0,0,4,0,1969,0,98077,47.7560598,-122.0712013,1190,9756,332900
6367,6367,4,2.0,1610,6250,1.0,0,4,0,1952,0,98118,47.52930128,-122.2709715,1310,6000,305000
16862,16862,4,3.75,4120,8258,2.0,0,3,0,2012,0,98075,47.5871684,-122.0551803,3730,8332,949950
15199,15199,2,1.0,720,7250,1.0,0,3,0,1943,0,98027,47.52670243,-122.0315423,1760,7250,330000
11603,11603,4,2.5,1770,9239,2.0,0,3,0,2004,0,98038,47.35123121,-122.0060538,2150,5450,353500
17337,17337,3,2.25,1250,811,3.0,0,3,0,2014,0,98136,47.54191716,-122.3875587,1250,1232,419950
10138,10138,4,1.0,1520,80150,1.0,0,2,0,1948,0,98045,47.47417756,-121.7693567,1740,84506,365000
17957,17957,2,1.5,1010,825,3.0,0,3,0,2007,0,98125,47.71238624,-122.3005973,1128,1080,286000
658,658,3,2.25,2000,8030,1.0,0,4,1000,1963,0,98008,47.61884871,-122.1141999,2070,8250,420000
11674,11674,4,2.75,2600,19275,1.0,0,3,980,1978,0,98006,47.55225133,-122.161762,2230,10119,555000
9276,9276,3,2.5,2250,8076,2.0,0,3,0,1995,0,98038,47.36667778,-122.0413687,2180,7244,390000
13376,13376,3,3.5,4660,21164,2.0,1,3,0,1975,1990,98166,47.44178687,-122.3540368,3140,24274,1637500
10075,10075,3,1.5,1210,7560,1.0,0,3,0,1941,0,98126,47.52549028,-122.3742414,980,7560,324950
13251,13251,4,2.25,2670,9040,1.0,0,3,500,1955,0,98148,47.46663697,-122.3262534,1880,2648,339950
8743,8743,3,1.5,2680,4775,2.0,0,5,800,1913,0,98109,47.63330752,-122.3469108,2280,5947,1355000
7684,7684,5,1.75,2510,6000,1.5,0,5,500,1920,0,98144,47.57983943,-122.2915899,2240,5000,860000
2123,2123,4,2.5,2660,5500,2.0,0,3,0,2003,0,98029,47.54390721,-121.9955103,3620,5500,753888
9799,9799,3,1.5,2010,10100,1.0,0,4,900,1964,0,98168,47.47378194,-122.2656355,1900,10100,319000
6955,6955,3,1.75,1900,36769,1.0,0,3,0,1987,0,98092,47.30405469,-122.0661538,1950,35847,335000
9294,9294,3,1.75,2000,7111,1.0,0,4,640,1956,0,98177,47.76755787,-122.3732473,1830,9000,427000
1461,1461,3,2.5,1630,11592,2.0,0,3,0,1987,0,98011,47.75742007,-122.2280004,1700,8850,360400
7413,7413,3,1.5,1240,5506,1.0,0,4,0,1971,0,98118,47.52944246,-122.2851455,1670,5589,225000
524,524,3,2.5,1920,7415,2.0,0,3,0,1989,0,98031,47.40216874,-122.1712016,1930,7536,260000
6858,6858,5,2.75,2540,27007,1.0,0,3,1020,1980,2014,98058,47.43255991,-122.1553408,1800,26572,420000
13134,13134,4,2.75,2330,3917,2.0,0,3,0,2004,0,98029,47.55274614,-121.9904488,2620,4400,645000
11562,11562,3,1.75,1950,10633,1.0,0,3,700,1978,0,98125,47.70188515,-122.3130197,1290,6380,580000
13142,13142,3,2.75,2370,8900,1.0,0,4,700,1971,0,98006,47.56478372,-122.1562306,2840,8956,1000000
6474,6474,4,2.0,1580,9581,1.0,0,3,0,1953,0,98033,47.69195395,-122.165161,1580,10552,410000
1002,1002,2,1.0,1230,7560,1.0,0,3,0,1961,0,98133,47.72983573,-122.3400187,1270,7560,343000
8930,8930,2,1.0,800,2280,1.0,0,5,0,1946,0,98107,47.65878486,-122.3624817,1310,4200,402500
17285,17285,2,1.5,982,846,2.0,0,3,176,2006,0,98133,47.70339348,-122.345383,1010,3844,250000
7378,7378,4,2.5,3300,165528,2.0,0,3,0,1984,0,98077,47.76569314,-122.0275318,3030,144696,760000
14376,14376,3,1.75,2070,96703,1.0,0,4,0,1999,0,98092,47.28530699,-122.0083879,1820,117612,449950
2920,2920,4,2.5,2550,7312,2.0,0,3,0,1988,0,98008,47.64409083,-122.113329,2330,7480,699000
3624,3624,3,2.0,1450,8771,2.0,0,4,0,1991,0,98022,47.194688,-121.9892152,1450,8653,271900
12978,12978,4,2.25,2520,2370,2.0,0,3,830,1908,0,98122,47.61093204,-122.3030319,1530,2370,480000
15799,15799,4,1.75,2260,7005,1.0,0,4,1130,1947,0,98033,47.68948268,-122.2067322,2330,9180,648360
1442,1442,4,1.5,1120,5427,1.0,0,3,0,1969,2014,98042,47.36276996,-122.0868444,1150,5304,219900
16571,16571,4,4.5,3870,35889,2.0,0,3,1340,2001,0,98027,47.46767773,-122.0100574,3020,35366,589900
10167,10167,4,2.5,2810,11560,1.0,0,5,1070,1962,0,98008,47.5845972,-122.1197965,1970,11560,674000
15750,15750,4,2.0,2060,6000,1.0,0,4,690,1954,0,98136,47.52374204,-122.3828057,2060,6600,705000
1931,1931,4,1.5,1520,5910,1.0,0,3,500,1946,0,98115,47.69044684,-122.2948546,1710,5910,546800
10244,10244,4,1.0,1450,6820,1.5,0,3,0,1947,0,98133,47.70610924,-122.3471111,1450,6820,375000
18310,18310,3,2.5,1420,1269,3.0,0,3,0,2007,0,98103,47.69041729,-122.3421849,1420,1300,410000
12065,12065,2,1.0,970,18557,1.0,0,3,0,1939,0,98146,47.51163068,-122.3703756,1150,7200,315000
5673,5673,3,1.75,1640,10123,1.0,0,3,300,1977,0,98011,47.76981984,-122.1670095,2210,10852,471000
8519,8519,3,1.75,1200,7360,1.0,0,4,0,1978,0,98052,47.69785386,-122.1297108,1200,7500,385000
4807,4807,3,2.25,2220,15757,1.0,0,3,940,1982,0,98074,47.62115831,-122.0428051,2020,14098,558000
5607,5607,1,1.0,1020,7920,1.0,0,3,0,1947,1983,98106,47.53847053,-122.3554052,1000,7168,269000
4912,4912,5,3.5,4350,6218,2.0,0,3,830,2007,0,98027,47.53962027,-121.9974458,3260,5989,1150000
292,292,4,3.5,3040,8414,2.0,0,3,620,2010,0,98059,47.52215112,-122.1566017,3470,8066,684000
13064,13064,2,1.0,900,28800,1.0,0,1,0,1928,0,98065,47.52450756,-121.8218577,1360,7200,235000
3177,3177,3,2.5,2620,21587,2.0,0,3,0,1992,0,98053,47.63835367,-121.9585948,2570,23650,672000
6933,6933,5,2.75,1340,11583,1.0,0,3,150,1962,0,98034,47.70903771,-122.2139925,1950,10514,425000
9115,9115,3,1.0,990,7520,1.0,0,4,0,1958,0,98002,47.28497684,-122.2067563,990,7440,222000
11925,11925,2,1.0,860,4013,1.0,0,3,0,1925,0,98103,47.66523317,-122.33755,1490,4013,580000
15698,15698,3,1.75,2092,250905,1.0,0,3,0,1981,0,98022,47.26642465,-122.0271366,2092,217800,390000
14310,14310,3,2.0,1860,13374,1.0,0,3,0,1985,0,98027,47.53969282,-122.0538164,1960,9797,560000
12107,12107,4,3.25,2980,3600,2.0,0,3,830,1999,0,98112,47.63523355,-122.2836481,2980,4800,1625000
677,677,2,1.0,750,34133,1.0,0,3,0,1950,0,98168,47.47814051,-122.2943321,1460,25792,210000
17275,17275,3,3.0,2440,2076,2.0,0,3,510,2006,0,98126,47.54761526,-122.3699743,2440,2310,459000
17385,17385,5,3.0,2630,3149,2.0,0,3,960,2013,0,98056,47.50653776,-122.1714693,2240,4825,420000
17048,17048,3,2.5,3310,4682,2.0,0,3,930,2015,0,98065,47.52006036,-121.8854948,2660,5166,572800
12074,12074,3,1.0,1010,7245,1.0,0,3,0,1969,0,98003,47.33376495,-122.3062733,1300,8236,199950
7009,7009,5,1.75,2250,13526,1.0,0,3,900,1957,0,98125,47.7107743,-122.2793613,2580,10078,688000
5530,5530,3,2.5,2290,3475,2.0,0,3,0,2006,0,98029,47.5551347,-122.0010972,2340,3626,653000
1260,1260,4,2.5,2660,5539,2.0,0,3,0,2004,0,98059,47.49809371,-122.1621842,2380,5539,423000
12190,12190,3,1.0,1410,9656,1.0,0,3,450,1953,0,98004,47.63535062,-122.2078625,2410,9384,920000
9124,9124,4,2.5,3340,34238,1.0,0,4,1280,1977,0,98077,47.76544235,-122.0763049,2400,36590,655000
6644,6644,3,1.0,1060,7350,1.0,0,4,0,1959,0,98032,47.38092164,-122.2871895,1060,7350,182000
7162,7162,3,1.0,1070,5750,1.0,0,3,0,1952,0,98178,47.50710341,-122.2550042,1420,6500,239300
18115,18115,3,3.0,1950,1983,3.0,0,3,340,2009,0,98004,47.60779855,-122.2020108,2040,2131,785000
3296,3296,3,1.0,1380,7015,1.5,0,4,0,1925,0,98117,47.6986772,-122.3603481,1160,6700,408000
17005,17005,4,2.75,2700,5150,2.0,0,3,0,2009,0,98065,47.52088376,-121.8742784,2700,5747,515000
14423,14423,4,2.0,2180,17180,2.0,0,4,0,1977,0,98014,47.69798472,-121.9204251,1880,14043,470000
12027,12027,4,2.5,3030,6813,2.0,0,3,0,1987,0,98074,47.62956934,-122.0287483,2310,8682,557865
12104,12104,5,2.5,2800,11325,1.0,0,4,1400,1970,0,98005,47.61655007,-122.1717091,2510,13700,850000
818,818,4,2.0,2208,5000,3.0,0,5,0,1917,0,98116,47.57107619,-122.3833129,1760,5000,650000
16549,16549,4,1.75,1320,4800,1.0,0,4,450,1930,0,98106,47.5533843,-122.3645994,940,4800,399700
2221,2221,3,2.0,1430,7125,1.0,0,4,0,1984,0,98074,47.62564843,-122.0588978,1570,8075,465000
9059,9059,2,1.0,1240,5000,1.0,0,3,240,1920,0,98103,47.6633713,-122.3506515,1480,3500,645000
14615,14615,3,2.25,1920,4833,1.0,0,4,860,1921,0,98133,47.70671345,-122.3524043,1580,5134,385000
6338,6338,5,3.5,4050,20925,2.0,0,3,1030,1973,2005,98040,47.53482774,-122.2409427,3880,18321,1600000
3494,3494,2,2.0,1340,4122,1.0,0,3,0,2007,0,98053,47.71822552,-122.0224137,1350,4273,389000
14476,14476,4,1.75,2180,13529,1.0,0,3,1090,1956,0,98155,47.75155629,-122.29415,2000,13529,405000
3159,3159,6,2.75,3360,84506,1.0,0,5,1320,1962,0,98052,47.71496492,-122.1205083,2190,43124,735000
14299,14299,4,1.75,2190,9752,1.0,0,3,0,1964,0,98034,47.71080765,-122.2389059,2040,9964,450000
5952,5952,3,2.0,1770,1800,3.0,0,3,0,1999,0,98122,47.61018849,-122.3135981,1890,3200,690000
279,279,3,2.5,3030,45004,2.0,0,3,0,1987,0,98077,47.7720529,-122.0929469,3080,35781,274975
6142,6142,2,1.0,1240,9900,1.0,0,3,300,1950,0,98168,47.48619946,-122.3255516,1050,9375,170000
7110,7110,3,1.0,960,5030,1.0,0,3,0,1955,0,98118,47.56109948,-122.2804163,1460,5400,545000
13752,13752,5,1.75,1960,7875,1.0,0,4,0,1968,0,98034,47.72559401,-122.1803365,1800,7764,434400
11055,11055,4,2.75,2200,13498,2.0,0,3,0,1987,0,98023,47.31482226,-122.3497247,2190,11850,345000
3372,3372,4,2.5,2310,8030,2.0,0,3,0,1978,0,98019,47.74332178,-121.9816095,1780,8041,364950
2896,2896,2,1.75,2110,9519,1.0,0,2,0,1948,0,98155,47.75041044,-122.3060115,1480,9519,400000
6680,6680,3,1.0,1050,4160,1.0,0,4,0,1925,0,98115,47.67558506,-122.299821,1580,3680,540000
4600,4600,4,1.75,1310,9690,1.0,0,4,0,1967,0,98011,47.75594625,-122.2256472,2280,9618,323000
2668,2668,6,3.0,4050,36171,2.0,0,4,1430,1970,0,98027,47.47083633,-122.0146681,3660,42874,670000
14486,14486,3,2.5,2040,4627,2.0,0,3,0,1992,0,98052,47.63654728,-122.1078889,2230,4500,580000
16272,16272,3,2.75,3280,10558,1.0,0,4,1240,1979,0,98006,47.56063591,-122.1332439,3150,9998,925000
7823,7823,4,3.0,2660,4600,1.5,0,3,840,1906,2002,98112,47.62579946,-122.3051033,2350,4600,1234000
14744,14744,3,1.75,1290,6604,1.0,0,3,0,1984,0,98023,47.32304434,-122.3489595,1440,6682,232000
199,199,6,2.5,4410,14034,1.0,0,4,2060,1965,0,98003,47.33762085,-122.324034,2600,13988,472000
18219,18219,2,1.0,894,1552,2.0,0,3,0,2011,0,98115,47.69114994,-122.3131219,1131,1992,403000
17905,17905,3,1.5,1320,1250,3.0,0,3,0,2008,0,98103,47.65363956,-122.3405909,1560,1694,580000
133,133,4,2.75,2640,7500,1.0,0,3,1020,1967,0,98023,47.31345554,-122.3693163,1980,7875,320000
17393,17393,4,3.0,3330,7650,1.0,0,3,1500,2008,0,98103,47.68889165,-122.351704,1200,3876,1205000
13610,13610,5,1.0,1460,11726,1.5,0,3,170,1936,0,98146,47.50392068,-122.3608923,1460,10450,180000
17406,17406,3,2.0,1640,4802,1.0,0,3,0,2010,0,98038,47.35383953,-122.0213327,1940,4802,342000
11370,11370,3,2.75,2100,20150,1.0,0,4,0,1955,0,98034,47.72056854,-122.2482482,2100,15500,530000
6998,6998,3,1.0,1752,14626,2.0,0,3,0,2005,0,98032,47.37551813,-122.2780944,1800,9000,249000
5789,5789,4,2.5,2330,45860,2.0,0,3,0,1989,0,98075,47.5841887,-121.992351,2930,5020,585000
11066,11066,2,1.0,780,10064,1.0,0,4,0,1958,0,98168,47.49127663,-122.3183876,1090,14750,248500
560,560,3,1.75,1140,22267,1.0,0,3,0,1986,0,98045,47.47613841,-121.7579318,1150,15625,269900
9347,9347,3,2.5,1850,1499,2.5,0,3,60,2005,0,98199,47.64749803,-122.3961061,1770,1539,535000
12115,12115,2,1.0,1080,6052,1.0,0,5,0,1908,0,98030,47.38571616,-122.2148078,1810,7830,140000
8301,8301,3,1.75,1150,10466,1.0,0,5,0,1959,0,98006,47.55307215,-122.176522,1350,10384,464500
7989,7989,3,1.0,1830,6453,1.0,0,4,0,1956,0,98125,47.71394847,-122.2880777,1670,8012,467500
11261,11261,3,1.0,1550,12670,1.0,0,4,0,1962,0,98056,47.5024382,-122.1691397,1550,8880,240000
15337,15337,4,1.75,1570,18730,1.0,0,3,370,1960,0,98198,47.399857,-122.300892,1920,18295,239900
4002,4002,4,2.5,2240,5402,2.0,0,3,0,2005,0,98133,47.772043,-122.3503747,2240,7560,556000
3477,3477,2,1.0,910,4725,1.0,0,3,0,1949,0,98115,47.6760171,-122.2814574,1600,5200,515000
13055,13055,5,3.5,3270,4080,2.0,0,3,1090,2011,0,98115,47.67537641,-122.3268923,1410,4080,1305000
8130,8130,4,2.25,2400,17842,2.0,0,4,0,1973,0,98002,47.28664634,-122.2173462,1610,12100,275000
3990,3990,4,3.25,3450,11240,2.0,0,4,1020,1960,2001,98166,47.45556392,-122.3715553,2412,19499,1035000
9484,9484,3,1.75,1980,6760,1.0,0,4,0,1973,0,98008,47.63975156,-122.1133452,2120,7280,530000
10800,10800,4,2.5,2290,3777,2.0,0,3,0,2004,0,98198,47.36170978,-122.3081918,1480,3608,278000
8123,8123,4,2.25,2800,10800,1.0,0,3,1120,1977,0,98011,47.74476354,-122.1768572,2260,9800,490000
378,378,2,1.0,1420,5332,1.0,0,3,350,1953,0,98105,47.66940658,-122.2754737,2400,5406,641000
13296,13296,3,2.0,1380,3500,2.0,0,3,0,1971,0,98118,47.55577997,-122.2696167,1620,3900,275000
5485,5485,4,2.0,3140,10875,1.0,0,3,1200,1939,1969,98199,47.66559056,-122.4063199,3300,10080,775000
16765,16765,4,2.5,2970,5050,2.0,0,3,0,2014,0,98052,47.70428461,-122.1218329,2810,4998,855169
534,534,3,1.75,2080,7700,1.0,0,5,480,1968,0,98056,47.53749614,-122.1777747,1680,7700,426700
6060,6060,3,2.5,2150,9375,1.0,0,3,600,1968,0,98188,47.45783722,-122.2735178,1950,9100,284000
11525,11525,4,2.5,2960,4750,2.0,0,3,0,2005,0,98029,47.55442531,-121.9927594,2960,4750,785000
13493,13493,3,2.5,2530,16102,2.0,0,3,0,1989,0,98038,47.37101788,-122.0549284,2370,14957,435000
16342,16342,4,2.5,2580,10631,2.0,0,4,0,1992,0,98033,47.69928427,-122.2062132,4220,10631,865000
2398,2398,3,1.0,1170,7560,1.0,0,3,0,1958,0,98058,47.45139066,-122.1776889,1170,7560,145600
705,705,3,1.0,970,5000,1.0,0,3,0,1968,0,98118,47.52823515,-122.2793132,1290,5875,226000
12413,12413,3,2.5,2170,9900,1.0,0,3,480,1980,0,98038,47.36339983,-122.0314029,1420,10614,242050
16214,16214,3,2.0,1660,7958,1.0,0,3,530,1983,0,98092,47.31871133,-122.1714653,1550,7647,203700
7721,7721,3,1.75,1400,8640,1.0,0,3,0,1962,0,98011,47.7658582,-122.2044335,1630,8640,395000
18342,18342,3,3.5,1522,1465,2.0,0,3,274,2006,0,98117,47.69223795,-122.3749305,1522,1341,407500
12801,12801,3,1.75,1850,26445,1.0,0,4,0,1962,1977,98010,47.34122015,-122.050502,2110,23280,475000
9725,9725,2,2.0,1700,3171,1.0,0,5,850,1927,0,98002,47.30246821,-122.2235963,1380,5906,189000
5856,5856,4,1.0,1260,8505,1.5,0,5,0,1951,0,98177,47.71805426,-122.3713658,1480,8100,461000
5385,5385,3,1.75,1320,7840,1.0,0,3,0,1966,0,98007,47.60238455,-122.1434215,2050,7644,475000
3083,3083,3,1.0,1050,5500,1.0,0,3,120,1920,0,98126,47.54017325,-122.3795249,1410,5834,435000
10433,10433,2,1.0,1060,3325,1.5,0,4,290,1932,0,98115,47.68962097,-122.3071524,1820,4275,344000
2531,2531,4,3.0,2290,2350,2.0,0,3,680,1924,2011,98116,47.57398452,-122.4145008,1610,3820,991700
4413,4413,4,2.5,2810,10951,2.0,0,3,0,2003,0,98092,47.32488528,-122.1867235,1680,6625,395000
8448,8448,4,1.0,1410,3376,1.5,0,5,0,1911,0,98107,47.6605975,-122.3648508,1040,3600,563000
9732,9732,3,1.0,1250,15603,1.0,0,4,0,1959,0,98056,47.50925097,-122.1721941,1720,10220,235000
7681,7681,3,1.0,1250,7200,1.0,0,3,0,1964,0,98008,47.63417314,-122.1202547,1430,7400,485000
5063,5063,2,1.0,840,4500,1.0,0,3,0,1939,0,98136,47.54408843,-122.3903244,1300,5000,377500
7492,7492,3,1.0,1290,6380,1.5,0,3,0,1930,0,98115,47.69514149,-122.3191426,1630,6380,790000
14933,14933,3,1.0,1420,6000,1.0,0,3,0,1941,0,98146,47.49126946,-122.3356759,1480,6000,268000
17862,17862,3,2.5,1626,1583,2.5,0,3,207,2007,0,98122,47.6030825,-122.3092401,1400,1583,526000
17240,17240,4,2.75,2360,15100,1.0,0,3,0,2014,0,98146,47.51166389,-122.365371,1440,13346,535000
4340,4340,3,2.0,1430,7280,1.0,0,3,440,1980,0,98030,47.37424629,-122.1796045,1430,7280,250000
4837,4837,3,2.5,2850,19593,1.5,1,3,1060,1978,0,98008,47.58935871,-122.111035,2850,18782,1600000
14907,14907,5,3.0,3910,16200,1.0,0,4,1020,1960,0,98004,47.63259438,-122.2169363,3620,16200,1562000
10809,10809,4,2.5,2540,11500,1.0,0,4,900,1979,0,98006,47.56091547,-122.1500558,2820,9800,627500
414,414,2,2.0,890,5000,1.0,0,3,0,1917,0,98118,47.51581293,-122.2644129,1860,5000,207950
6810,6810,4,2.0,2190,4560,2.5,0,5,0,1910,0,98103,47.66197671,-122.3292787,2190,4560,980000
13589,13589,4,1.75,2400,9900,1.0,0,3,1150,1957,0,98166,47.4630947,-122.3617393,1960,9900,387500
3575,3575,3,1.5,1340,1110,2.0,0,3,300,1999,0,98117,47.69799936,-122.3663445,1220,1110,360000
8553,8553,3,2.0,1463,868,3.0,0,3,0,2003,0,98115,47.68434195,-122.3166617,1484,4320,390000
12306,12306,4,1.0,1150,8184,1.5,0,3,0,1947,0,98155,47.74307754,-122.3186534,990,8184,307000
3108,3108,5,2.0,1700,7314,1.0,0,3,700,1956,0,98108,47.5489949,-122.3045466,2000,7176,337500
9103,9103,2,1.0,1220,6000,1.0,0,3,340,1938,0,98118,47.56471756,-122.2704986,1220,6840,452000
15695,15695,3,2.5,1600,7829,2.0,0,3,0,1987,0,98034,47.72880309,-122.226523,1580,9104,455000
14941,14941,3,2.0,1410,7998,1.0,0,4,0,1940,0,98178,47.49680184,-122.2770834,1780,8278,220000
773,773,3,1.75,1410,9315,1.0,0,5,0,1960,0,98031,47.3969301,-122.1977339,1630,8250,255000
12406,12406,3,1.0,1040,16986,1.0,0,4,0,1968,0,98059,47.48124422,-122.0966783,1660,16986,314950
3406,3406,2,1.75,1000,3554,1.0,0,4,0,1975,0,98198,47.38107104,-122.3196356,1150,4000,210000
3446,3446,3,2.0,1390,6005,2.0,0,3,0,2005,0,98022,47.21170706,-121.98985,1264,5550,267000
1576,1576,2,2.5,2170,8678,1.0,0,3,0,2008,0,98053,47.71609464,-122.0144302,2170,5890,740000
10402,10402,3,2.5,2670,10338,2.0,0,3,0,1987,0,98007,47.65989583,-122.1455441,2670,8866,749000
9741,9741,3,1.0,1250,8412,1.0,0,4,0,1975,0,98052,47.70117586,-122.1311624,1840,8976,440000
251,251,3,2.5,2650,7286,2.0,0,3,0,1990,0,98059,47.50840856,-122.1537557,2400,7220,446500
7470,7470,3,1.5,1952,8613,1.0,0,4,300,1960,0,98032,47.37149028,-122.2898332,1400,8712,270500
9142,9142,4,2.0,1690,35346,1.0,0,3,0,1967,0,98008,47.61486158,-122.1235019,2050,37846,612500
5187,5187,5,2.75,2890,22547,1.0,0,4,740,1963,0,98040,47.54759907,-122.2186163,3010,17809,1100000
16842,16842,4,2.25,2580,2875,2.0,0,3,0,2015,0,98116,47.567389,-122.3924838,1290,5750,673000
10965,10965,4,2.75,2060,8100,1.0,0,4,750,1988,0,98198,47.35810192,-122.3168673,1540,8100,310000
4368,4368,2,2.5,1880,40575,1.0,0,3,0,1987,0,98024,47.56135152,-121.8985447,1930,32935,460000
8239,8239,3,1.75,1720,5899,1.0,0,3,500,1986,0,98136,47.53991153,-122.3845382,1900,6244,514000
10375,10375,4,2.75,2930,4408,1.0,0,5,1270,1939,0,98144,47.58407141,-122.294768,2200,4000,718000
6976,6976,5,1.0,1810,11205,1.5,0,3,0,1915,0,98178,47.50988854,-122.2615545,1860,7965,495000
1770,1770,3,2.5,2070,4944,2.0,0,3,0,1930,0,98112,47.62557486,-122.2842882,3300,6179,1250000
9030,9030,3,2.25,1590,9425,1.0,0,3,420,1985,0,98058,47.42912933,-122.1601254,1590,9394,278000
1919,1919,3,2.5,1440,7741,1.0,0,4,440,1983,0,98031,47.40423835,-122.1942968,1680,7316,265000
1628,1628,4,1.75,1870,8663,1.0,0,5,0,1949,0,98133,47.73659757,-122.3503387,1560,7800,460000
5481,5481,4,3.5,2600,5100,2.0,0,3,780,2003,0,98117,47.69476078,-122.3952729,2000,6720,722500
5539,5539,4,1.75,1710,10440,1.0,0,4,0,1955,0,98006,47.57558315,-122.1581253,1480,10440,525000
15100,15100,4,2.5,3560,8960,2.0,0,3,0,2001,0,98033,47.69025968,-122.2134055,1660,7680,1364000
358,358,4,1.5,2390,7480,1.5,0,3,0,1920,0,98178,47.50401055,-122.2272331,2850,6867,339000
10762,10762,3,2.0,1430,6000,1.0,0,5,0,1945,0,98155,47.75644405,-122.3164136,1630,6315,352450
12242,12242,1,1.0,720,5100,1.0,0,3,0,1907,0,98117,47.68209812,-122.3803247,1320,5100,335000
3323,3323,4,3.25,3600,38016,2.0,0,3,290,1991,0,98034,47.71236616,-122.2528403,2440,22693,1415000
10289,10289,3,2.5,2120,9736,2.0,0,3,0,1988,0,98011,47.73737571,-122.2190197,2490,8763,531000
8364,8364,6,4.5,3900,9100,2.0,0,3,1030,1979,0,98052,47.66117161,-122.136989,2080,9216,650000
15935,15935,3,2.5,1850,7200,1.0,0,3,350,1979,0,98023,47.30626306,-122.3835557,2140,7500,249000
12934,12934,2,2.0,1390,12530,1.0,0,3,420,1959,0,98155,47.74989463,-122.2904027,1940,12530,431000
14626,14626,3,1.75,1960,5520,1.0,0,4,880,1952,0,98199,47.65346848,-122.3971901,1720,5760,655000
7605,7605,3,1.75,2560,8400,1.0,0,3,590,1959,0,98011,47.76679819,-122.1972099,1970,8400,460000
4435,4435,5,1.5,1690,7725,1.5,0,4,0,1961,0,98032,47.38590376,-122.2883995,1690,7739,285900
557,557,3,1.0,990,6000,1.0,0,3,0,1943,0,98105,47.67184374,-122.2672446,1250,6000,495000
14353,14353,5,2.75,3060,6895,2.0,0,3,0,2003,0,98042,47.3809053,-122.0977796,2590,6895,381000
12163,12163,3,2.5,2850,7130,2.0,0,3,860,1980,0,98122,47.60295868,-122.2889768,2280,6459,783500
13673,13673,3,2.0,1770,8141,1.0,0,5,0,1952,0,98177,47.72315199,-122.3707725,1770,8100,660000
17520,17520,5,2.75,3240,6863,2.0,0,3,0,2013,0,98056,47.50325623,-122.192521,2360,6002,719950
526,526,2,1.75,1760,5000,1.0,0,4,820,1927,0,98117,47.68199835,-122.3718234,1530,5000,605000
18109,18109,4,2.25,3300,8365,3.0,0,3,0,2014,0,98126,47.53627564,-122.377038,1290,8369,760000
11337,11337,4,2.25,2380,36446,2.0,0,4,0,1977,0,98077,47.76437263,-122.0719507,2790,40005,570000
14797,14797,3,1.0,1010,9514,1.0,0,3,0,1969,0,98059,47.49360136,-122.1045014,1010,9514,270000
8471,8471,3,2.0,2130,8225,1.0,0,4,0,1987,0,98058,47.43959793,-122.162406,2580,8225,397500
3054,3054,4,2.0,1830,9610,1.0,0,3,0,1963,0,98033,47.69502012,-122.1760556,1970,10754,488250
82,82,3,2.5,2320,36847,2.0,0,3,0,1992,0,98045,47.48377562,-121.7138446,2550,35065,437500
7838,7838,2,1.0,690,5280,1.0,0,4,0,1942,0,98056,47.49531739,-122.1872341,1140,4860,139000
11053,11053,3,1.0,1060,10023,1.0,0,3,0,1962,0,98023,47.28694075,-122.3602614,1060,10023,169500
13859,13859,5,4.25,3530,7924,2.0,0,3,0,2001,0,98040,47.58939802,-122.2428021,1750,9226,1400000
14075,14075,2,1.75,1220,5000,1.0,0,5,360,1921,0,98055,47.49060265,-122.2036222,1120,5000,253000
1078,1078,4,3.25,4250,8570,2.0,0,3,0,2004,0,98004,47.61536476,-122.2100895,2830,12821,2300000
781,781,3,1.75,2070,5500,1.0,0,4,940,1946,0,98115,47.67325663,-122.3013576,1800,4400,645000
17788,17788,2,2.5,1160,1219,3.0,0,3,0,2007,0,98107,47.65431823,-122.3579846,1320,2800,415000
3310,3310,2,1.0,1100,3975,1.0,0,3,200,1950,0,98105,47.67013569,-122.2862093,1110,4280,395000
9771,9771,4,1.5,1620,5444,1.5,0,3,0,1955,0,98125,47.7065087,-122.296959,1620,6912,451000
12273,12273,3,1.75,2250,11520,1.0,0,3,0,1956,0,98028,47.76186192,-122.2677532,2730,12445,735000
